order_id,order_date,year,month,month_name,customer_segment,region,category,product_name,quantity,unit_price,discount_pct,shipping_cost,payment_method,gross_revenue,discount_amount,net_revenue,net_profit,profit_margin_pct
ORD-1161,2024-10-13,2024,10,Oct,Small Business,North,Electronics,UltraWide 34-inch Monitor,1,449.99,0.1,25.32,Crypto,449.99,45.0,404.99,379.67,93.75
ORD-1101,2024-10-19,2024,10,Oct,Small Business,West,Furniture,Electric Height Adjustable Desk,1,399.99,0.15,6.08,Crypto,399.99,60.0,339.99,333.91,98.21
ORD-1067,2024-10-21,2024,10,Oct,Small Business,South,Electronics,UltraWide 34-inch Monitor,3,449.99,0.15,14.91,Credit Card,1349.97,202.5,1147.47,1132.56,98.7
ORD-1090,2024-10-22,2024,10,Oct,Small Business,West,Electronics,UltraWide 34-inch Monitor,1,449.99,0.05,16.75,Bank Transfer,449.99,22.5,427.49,410.74,96.08
ORD-1155,2024-10-24,2024,10,Oct,Small Business,South,Apparel,Breathable Running Shoes,2,79.99,0.0,16.23,Bank Transfer,159.98,0.0,159.98,143.75,89.85
ORD-1118,2024-10-26,2024,10,Oct,Consumer,West,Office Supplies,Heavy Duty Desktop Stapler,1,12.49,0.1,7.7,Credit Card,12.49,1.25,11.24,3.54,31.5
ORD-1003,2024-10-28,2024,10,Oct,Consumer,West,Furniture,Under-desk Cable Tray,1,19.99,0.0,23.96,Bank Transfer,19.99,0.0,19.99,-3.97,-19.86
ORD-1175,2024-11-01,2024,11,Nov,Small Business,South,Electronics,USB-C Multi-port Docking Station,2,59.99,0.2,19.37,Bank Transfer,119.98,24.0,95.98,76.61,79.82
ORD-1066,2024-11-06,2024,11,Nov,Consumer,East,Office Supplies,Gel Ink Pens 12-pack,2,9.99,0.0,24.43,Credit Card,19.98,0.0,19.98,-4.45,-22.27
ORD-1113,2024-11-06,2024,11,Nov,Small Business,East,Office Supplies,Gel Ink Pens 12-pack,4,9.99,0.05,20.91,PayPal,39.96,2.0,37.96,17.05,44.92
ORD-1176,2024-11-10,2024,11,Nov,Small Business,North,Apparel,Tech Fleece Hoodie,1,54.99,0.2,15.4,Bank Transfer,54.99,11.0,43.99,28.59,64.99
ORD-1186,2024-11-10,2024,11,Nov,Consumer,North,Electronics,UltraWide 34-inch Monitor,10,449.99,0.1,20.98,Crypto,4499.9,449.99,4049.91,4028.93,99.48
ORD-1122,2024-11-11,2024,11,Nov,Corporate,South,Electronics,USB-C Multi-port Docking Station,2,59.99,0.1,5.81,Crypto,119.98,12.0,107.98,102.17,94.62
ORD-1142,2024-11-12,2024,11,Nov,Small Business,West,Furniture,Electric Height Adjustable Desk,1,399.99,0.0,11.79,Crypto,399.99,0.0,399.99,388.2,97.05
ORD-1039,2024-11-13,2024,11,Nov,Consumer,West,Office Supplies,Dry Erase Whiteboard 36x24,3,49.99,0.05,26.61,Credit Card,149.97,7.5,142.47,115.86,81.32
ORD-1061,2024-11-14,2024,11,Nov,Small Business,North,Apparel,Tech Fleece Hoodie,2,54.99,0.15,19.79,Credit Card,109.98,16.5,93.48,73.69,78.83
ORD-1106,2024-11-20,2024,11,Nov,Small Business,East,Apparel,Tech Fleece Hoodie,3,54.99,0.0,16.08,Credit Card,164.97,0.0,164.97,148.89,90.25
ORD-1008,2024-11-21,2024,11,Nov,Corporate,East,Electronics,Noise-Canceling Headphones,1,199.99,0.05,9.08,PayPal,199.99,10.0,189.99,180.91,95.22
ORD-1070,2024-11-21,2024,11,Nov,Corporate,South,Apparel,Breathable Running Shoes,4,79.99,0.15,22.67,Bank Transfer,319.96,47.99,271.97,249.3,91.66
ORD-1091,2024-11-21,2024,11,Nov,Corporate,East,Furniture,Under-desk Cable Tray,4,19.99,0.0,16.74,Bank Transfer,79.96,0.0,79.96,63.22,79.06
ORD-1199,2024-11-21,2024,11,Nov,Corporate,North,Office Supplies,Gel Ink Pens 12-pack,8,9.99,0.1,8.12,PayPal,79.92,7.99,71.93,63.81,88.71
ORD-1109,2024-11-22,2024,11,Nov,Corporate,East,Furniture,Under-desk Cable Tray,1,19.99,0.1,21.66,PayPal,19.99,2.0,17.99,-3.67,-20.39
ORD-1188,2024-11-26,2024,11,Nov,Consumer,South,Electronics,Mechanical RGB Keyboard,1,89.99,0.15,28.73,Crypto,89.99,13.5,76.49,47.76,62.44
ORD-1119,2024-11-27,2024,11,Nov,Corporate,West,Office Supplies,Gel Ink Pens 12-pack,1,9.99,0.15,27.72,Credit Card,9.99,1.5,8.49,-19.23,-226.44
ORD-1102,2024-11-29,2024,11,Nov,Consumer,East,Apparel,Waterproof Backpack 25L,10,64.99,0.15,29.11,Credit Card,649.9,97.48,552.42,523.3,94.73
ORD-1182,2024-12-01,2024,12,Dec,Corporate,West,Office Supplies,Premium Leather Notebook,1,14.99,0.0,24.97,Crypto,14.99,0.0,14.99,-9.98,-66.58
ORD-1030,2024-12-02,2024,12,Dec,Corporate,South,Electronics,USB-C Multi-port Docking Station,2,59.99,0.2,12.9,Bank Transfer,119.98,24.0,95.98,83.08,86.56
ORD-1112,2024-12-03,2024,12,Dec,Small Business,North,Office Supplies,Premium Leather Notebook,1,14.99,0.0,19.14,Crypto,14.99,0.0,14.99,-4.15,-27.69
ORD-1200,2024-12-03,2024,12,Dec,Small Business,North,Furniture,Electric Height Adjustable Desk,2,399.99,0.2,13.43,Credit Card,799.98,160.0,639.98,626.55,97.9
ORD-1127,2024-12-04,2024,12,Dec,Consumer,East,Furniture,Ergonomic Mesh Office Chair,4,249.99,0.05,5.36,Credit Card,999.96,50.0,949.96,944.6,99.44
ORD-1160,2024-12-05,2024,12,Dec,Small Business,West,Electronics,Noise-Canceling Headphones,1,199.99,0.1,12.75,PayPal,199.99,20.0,179.99,167.24,92.92
ORD-1046,2024-12-06,2024,12,Dec,Consumer,East,Apparel,Tech Fleece Hoodie,5,54.99,0.2,12.84,Bank Transfer,274.95,54.99,219.96,207.12,94.16
ORD-1134,2024-12-06,2024,12,Dec,Corporate,North,Apparel,Breathable Running Shoes,1,79.99,0.05,22.16,Credit Card,79.99,4.0,75.99,53.83,70.84
ORD-1144,2024-12-07,2024,12,Dec,Small Business,North,Apparel,Waterproof Backpack 25L,1,64.99,0.05,14.87,Credit Card,64.99,3.25,61.74,46.87,75.92
ORD-1021,2024-12-08,2024,12,Dec,Small Business,West,Furniture,LED Monitor Desk Lamp,2,34.99,0.2,8.3,PayPal,69.98,14.0,55.98,47.68,85.17
ORD-1121,2024-12-09,2024,12,Dec,Small Business,South,Apparel,Breathable Running Shoes,5,79.99,0.2,15.47,Crypto,399.95,79.99,319.96,304.49,95.17
ORD-1049,2024-12-11,2024,12,Dec,Small Business,South,Apparel,Breathable Running Shoes,1,79.99,0.15,24.83,Credit Card,79.99,12.0,67.99,43.16,63.48
ORD-1165,2024-12-12,2024,12,Dec,Small Business,West,Apparel,Breathable Running Shoes,3,79.99,0.15,20.25,PayPal,239.97,36.0,203.97,183.72,90.07
ORD-1012,2024-12-14,2024,12,Dec,Small Business,West,Furniture,Electric Height Adjustable Desk,2,399.99,0.0,14.61,Bank Transfer,799.98,0.0,799.98,785.37,98.17
ORD-1013,2024-12-15,2024,12,Dec,Corporate,North,Electronics,Wireless Ergonomic Mouse,4,29.99,0.1,24.2,Bank Transfer,119.96,12.0,107.96,83.76,77.59
ORD-1086,2024-12-17,2024,12,Dec,Small Business,South,Apparel,Tech Fleece Hoodie,1,54.99,0.1,24.69,Crypto,54.99,5.5,49.49,24.8,50.11
ORD-1053,2024-12-22,2024,12,Dec,Consumer,West,Furniture,Electric Height Adjustable Desk,2,399.99,0.0,18.93,PayPal,799.98,0.0,799.98,781.05,97.63
ORD-1068,2024-12-22,2024,12,Dec,Small Business,North,Furniture,Ergonomic Mesh Office Chair,3,249.99,0.2,25.13,Bank Transfer,749.97,149.99,599.98,574.85,95.81
ORD-1006,2024-12-26,2024,12,Dec,Consumer,South,Office Supplies,Gel Ink Pens 12-pack,1,9.99,0.05,24.32,Credit Card,9.99,0.5,9.49,-14.83,-156.26
ORD-1020,2024-12-28,2024,12,Dec,Consumer,East,Electronics,Wireless Ergonomic Mouse,2,29.99,0.05,6.68,Credit Card,59.98,3.0,56.98,50.3,88.28
ORD-1157,2024-12-28,2024,12,Dec,Small Business,South,Electronics,Mechanical RGB Keyboard,2,89.99,0.15,18.09,Bank Transfer,179.98,27.0,152.98,134.89,88.18
